learning epoch:  1 ...
preds:  ['Expansion.Instantiation.', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal. Asynchronous', 'Comparison.Contrast', 'Contusionance.Construction.Construction.Construction.Construction.Construction.', 'Contingency.', 'Contingency.', 'Repetition', 'Repetition is a repetition for a remittance.', 'Comparison.', 'Comparison.', 'Contingency.', 'Comparison.Contribution']  | target:  ['Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Repetition', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Condition', 'Comparison.Concession']
preds:  ['Contingency.Cause', "Refovor's bid for a rematch of the previous year's rematch was ", 'Comparison.', 'Contingency.Goal', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.', 'Expansion.Contributory', 'Repetition', '           ', 'Contingency.Goal', 'a remark on a remark on a remark on a remark on', 'Contingency. Contingency. Contingency.', 'Contency.Cause', 'Contingency.Goal', 'Temporal.Asynchronous']  | target:  ['Contingency.Cause', 'Repetition', 'Comparison.Contrast', 'Contingency.Goal', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Condition', 'Expansion.Conjunction', 'Repetition', 'Comparison.Concession', 'Contingency.Goal', 'Comparison', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Goal', 'Temporal.Asynchronous']
preds:  ['Contingency.', 'Contingency.Goal', 'Contusion.Cacility.Cacility.Cacility.Cacility.C', 'Comparison.', 'Contingency.', 'Expansion. Representation.', 'Auxiliary -         ', 'Contingency.', 'Expansion. Conjunction.', 'Comparison.Concession.         ', 'Expansion.', 'Expansion.Conjunction', 'Expansion.', 'Contingency.Condition', 'Expansion.Conjunction', 'Comparison:Construction of a product with a product with a product with a product with a']  | target:  ['Contingency.Cause', 'Contingency.Goal', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Contingency.Goal', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction', 'Comparison.Concession']
preds:  ['Reflection: Reflection: Reflection: Reflection: Reflection: Reflection:', 'asynchronous asynchronous asynchronous asynchronous asynchronous asynchronous asynchronous asynchronous', 'Contingency.', 'Comparison.', 'Interrupted', 'Contingency.', 'Comparison.Construction.Construction.Construction.Construction.Construction.Cons', 'Comparator.Conversation.Contribution.', 'Expansion.statement', 'Expansion.Restatement', 'reappush', 'Contingency.Goal', '.expansion..Conjunction. Expansion..Conjunction..', 'Repetition is a term used to refer to a person who is not a part of a society', 'Contingency.Cause', 'Temporal.Asynchronous.']  | target:  ['Repetition', 'Temporal.Asynchronous', 'Contingency.Condition', 'Comparison.Concession', 'Interrupted', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Restatement', 'Expansion.Restatement', 'Repetition', 'Contingency.Goal', 'Expansion.Conjunction', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous']
preds:  ['Contingency.Condition', 'Temporal.Asc', 'Temporal. Synchrony is a temporary. Synchrony is a temporary.', 'Contingency.Condition', 'Contenency.Cause', 'Contingency.Case', 'Comparison.', 'Contingency.', 'temporal.Assignments.assignments.assignments.assignments.a', 'Temporal.Asynchronous.', 'Repetition is a response to a re-election of a re-election of', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.', 'Contingencies.', 'Contingency.']  | target:  ['Contingency.Condition', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Condition']
preds:  ['Contingency.', 'Contingency.', 'Expansion.Resale', 'Expansion. Conjunction', 'temporal.Atrial', 'Expansion.Consider', 'Contingency.', 'Expansion.Restorement', 'Comparison.Construction. Comparison. Comparison.Construction. Comparison.Construction. Comparison.Cons', 'Expansion.Restatement', 'Expansion.Instantiation.', 'Contingency.Goal', '           ', 'Contingency.Condition', 'Expansion.Restatement.', 'Contingencies. Causes. Causes. Causes. Causes. Causes.']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Restatement', 'Comparison.Concession', 'Expansion.Restatement', 'Expansion.Instantiation', 'Contingency.Goal', 'Comparison.Contrast', 'Contingency.Condition', 'Expansion.Restatement', 'Contingency.Cause']
preds:  ['Concession is a historic event in the history of Europe. It is a historic event in the history of Europe', 'Contingency.', 'Expansion.Conjunction', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Goal.', 'Contingency.Condition.', 'Repetition', 'Contingency.Cause.Cause.', "It's a good idea to keep track of what you're doing and what you're doing.", 'Contingency.', 'Contingency.', 'Temporal.Asynchronous', '           ', 'Expansion.', 'Comparison.Concession']  | target:  ['Comparison.Concession', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Goal', 'Contingency.Condition', 'Repetition', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Restatement', 'Comparison.Concession']
preds:  ['Repetition is a response to a crisis.', 'Expansion.Restatement', 'Temporal. Synchrony', 'Temporal.Asynchronous', 'Consistency.', 'Expansion. Restorement', 'Temporal. Assignment.Assignment.Assignment.Assignment.A', 'Expansion.Review', 'Temporal.Asynchronous', 'Contingency.Cause.', 'Contingency.', 'Contingency.', 'Expansion. Instantiation.', 'Temporal.Assist', 'Expansion.Review: Expansion.Review: Expansion.Review: Expansion', 'Expansion.Construction.Construction.']  | target:  ['Repetition', 'Expansion.Restatement', 'Temporal.Synchrony', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Instantiation', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Expansion.Conjunction']
preds:  ['Contingance.Cause', 'Contingency.Cause', 'Contain.Caution.', 'Contingency. Contingency.Condition.Condition. Contingency. Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.', 'Contingency.Condition', 'Comparison.', 'Temporal.Synchrony', 'Contingency.Cause', '           ', 'Comparison.', 'contingency.Confirmation', 'Interrupted', 'Contingency.Goal']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Condition', 'Comparison.Concession', 'Temporal.Synchrony', 'Contingency.Cause', 'Contingency.Goal', 'Comparison.Contrast', 'Contingency.Condition', 'Interrupted', 'Contingency.Goal']
preds:  ['Contingency.', 'Temporal', 'Contingency.', 'Expansion.Conjunction', 'Expansion. Analexive. Expansion. Analexpansion. Analexpansion', 'Interrupted', 'Temporal.Asynchronous.', 'Contingency.Construction', 'Interrupted', 'Temporal.Asynchronous', '           ', 'Contour.Cause', '           ', 'Comparison.', 'Expansie.Alternative', 'Expansion.Construction']  | target:  ['Contingency.Goal', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Alternative', 'Interrupted', 'Temporal.Asynchronous', 'Contingency.Condition', 'Interrupted', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Comparison.Contrast', 'Expansion.Alternative', 'Expansion.Conjunction']
preds:  ['Repetition', 'comparison.', 'Temporal. Asynchronous.', 'Contingency.', 'Contingency.Cause', 'Temporal.Asynchronous.', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency. Cause', 'Comparison.Concession', 'Contingency.......... ', 'Glucose.Cause Glucose.Case.Case', 'Repetition', 'Reluctional reluctance', 'Temporal. Asynchronous.', 'Serial.Asynchronous']  | target:  ['Repetition', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Goal', 'Contingency.Cause', 'Repetition', 'Repetition', 'Temporal.Asynchronous', 'Temporal.Asynchronous']
preds:  ['Expansion.Restatement', 'Temporary.Asynchronous', 'Constantity.Cause', 'Comparison.Contrast.', 'Temporal.Synchry', 'Efficacy to avert a recurrence of a remorse.', "it isn't possible to maintain a healthy diet.", 'Contingency.Condition.exclusion.exclusion.exclusion.exclusion.exclusion.exclusion', 'Contency.Condition.', 'Comparison.Concession.com', 'Comparison. Confederation. Comparison. Confederation. Confederation. Confederation. Confederation.', 'Containingency.', 'Temporal.Asynchronous', 'Contingency.', 'asynchronous.asynchronous. asynchronous. asynchronous. asynchronous.', 'Recommendation']  | target:  ['Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Cause', 'Comparison.Contrast', 'Temporal.Synchrony', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Condition', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Asynchronous', 'Repetition']
preds:  ['............', 'Comparison. Comparison. Comparison. Comparison.', 'Comparison.Contancing.com. Comparison.Contancing.Com.Com. Comparison.Cont', '           ', 'Expansion.Conjunction', 'Contingency.Construction.Construction.Construction.Construction.Construction.', 'Contingency.', 'Contingency.Constantency.Construction.Construction.Construction.Construction', 'Expansion.', 'Repetition', 'Expansion.Restatement', 'Containing.Cause.', 'Comparison. Concession :         ', 'Contingency.', 'Temporal.Assembly', 'Expansion.Conjunction.']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Comparison.Contrast', 'Contingency.Goal', 'Expansion.Conjunction', 'Contingency.Condition', 'Contingency.Condition', 'Contingency.Condition', 'Expansion.Conjunction', 'Repetition', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction']
preds:  ['Extension.Conjunction', 'Expansion.Instantiation', 'Expansion.Restatement', 'Temporal. Asynchronous.', '           ', 'Repetition: Repetition: Repetition: Repetition: Repetition: Repetition:', 'Temporal.Assembly', 'Expansion.', 'Comparison of the Confederation and the Confederation', 'Contingency.Cause', 'Contingency.Goal', 'Temporal.Asynchronous.', 'Synchrony', 'Expansion.Instantiation', 'Repetition is a remittissement of the bourgeoisie of the bourgeoisie.', '............']  | target:  ['Expansion.Conjunction', 'Expansion.Instantiation', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Cause', 'Repetition', 'Temporal.Asynchronous', 'Expansion.Alternative', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Goal', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Expansion.Instantiation', 'Repetition', 'Contingency.Cause']
preds:  ['The game was canceled due to a lack of time. The game was canceled due to lack of time.', 'Temporal.Asynchronous', 'Contaency.Cause', 'Contingency.', 'if i have a problem, i have a headache. if i have a headache', 'Contingency.Cause', 'Contingency.', 'Temporal.Asynchronous', 'Contingency.Condition.', 'Expansion.Conjunction', 'Expansion.Alternative', 'Contingency.Condition', 'Repetition', 'Contingency.', 'Contingency.Cause', 'Comparison.']  | target:  ['Repetition', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Alternative', 'Contingency.Condition', 'Repetition', 'Contingency.Condition', 'Contingency.Cause', 'Comparison.Concession']
preds:  ['Contingency.', 'Comparison.', 'Expansion.Conjunction', 'Expansion.Restatement', 'Rejecting is a retribution against a party in the United States.', 'Expansion.Restatement', 'Contourency.Cause', 'Comparison.Contribution.Contribution.Contribution.Contribution.Contribution.Contribu', 'Contingency.Condition. Contingency.Construction.Construction.Construction.Con', 'Contingency.Cause', 'Temporal. Asynchronous.', 'Contingency.Cause', 'Contingency.Cause', 'Temporal. Synchrony', 'Temporal.Astrate.Astrate.Astrate.Astrate.A', 'Expansion.']  | target:  ['Contingency.Condition', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Restatement', 'Repetition', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Condition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Synchrony', 'Temporal.Asynchronous', 'Expansion.Restatement']
preds:  ['Repetition is a video game that is based on a game called "Repetition" that was', 'Expansion.Restatement', 'Contingency.Causes.Causes.Causes.Causes.', 'Comparison.Contrast', 'Expansion.Conjunction', 'Contingency.Condition', 'Comparison.Contrast', 'Repetition', 'Temporal.', 'Temporal.Asynchronous.', 'Contingency. Goal', 'Expansion.', 'Temporal.Asynchronous', '           ', 'Contingency.', 'Temporal.Asynchronous.']  | target:  ['Repetition', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Conjunction', 'Contingency.Condition', 'Comparison.Contrast', 'Repetition', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.Goal', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Temporal.Asynchronous']
preds:  ["The United Kingdom's governing body, the Commonwealth of Nations, is a member of the Commonwealth of Nations.", 'Continability.Cause', 'Contingency.Condition.Condition.Condition.Condition.Condition.Condition.Condition', 'Contingency.Cause', 'Difference. Consolidation. Consolidation. Comparison. Consolidation. Consolidation. Consolidation.', 'Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison.', 'Comparison.Consider comparison.Consider comparison.Consider comparison.Consider comparison.Conside', 'Expansion.Conjunction', '. sys. sys. sys. sys. ', 'Expansion', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Contency.Cabes']  | target:  ['Comparison.Concession', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause']
preds:  ['Expansion..Restatement', 'Contingency.', 'Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison. Comparison.', 'Contingency.', 'Comparison.come comparison.come comparison.come comparison.come comparison.come comparison.come', 'Confederation', 'Expansion. Conjunction.', 'Contingency.Cause Use', 'Temporal.Assual.', 'Temporal.Asynchronous', 'Expansion.', 'Contingency.', 'Temporary.Ascent.', 'Temporal.Asynchronous.', 'Expansion. Conjunction', 'Expansion.Restatement']  | target:  ['Expansion.Restatement', 'Contingency.Condition', 'Comparison.Contrast', 'Contingency.Cause', 'Comparison.Contrast', 'Comparison.Concession', 'Expansion.Conjunction', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Restatement']
preds:  ['Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.', 'Expansion.', 'Contingency.Cause', 'Contour.Cause', 'a lack of consistency. a lack of consistency. a lack of consistency. a lack of consistency.', '           ', 'Temporal.Synchrony', 'Expansion.Conjunction.', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Dissolved', 'Contingency.Condition', 'obviously obviously obviously obviously obvious']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Temporal.Synchrony', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Interrupted', 'Contingency.Condition', 'Contingency.Cause']
preds:  ['Defending a re-election with a re-election with a re-', 'Confederacy.Confederacy.Confederacy.Confederacy.Confederacy.Confederacy.', 'Contingency.', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Expansion. Restatement', 'Expansion.Conjunction', 'Expansion.Conjunction Expansion.Conjunction.', 'Contingency.', 'Contingency.', 'Contingency. Contingency.. Contingency. Contingency. Contingency. Contingency', '           ', 'Contingency.Cause', 'Temporal. Asynchronous', 'Expansion.Restatement.', '           ']  | target:  ['Repetition', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Comparison.Concession']
preds:  ['Comparison.', 'Contingency.', 'Comparison.', 'Contingency.Cause', 'The recitation of a remembrance ceremony is a rememoration of a', 'Temporal. Asynchronous.', 'Contingency.', 'Contingency.Cause', 'Comparison.Concession', 'Comparison. Comparison. Comparison.', 'Temporal.Assist.', 'Contingency.Construction.Construction.Construction.Construction.Construction.', 'Expansion.Reference', 'Contingency.', 'Interrupted', 'Expansion.']  | target:  ['Comparison.Concession', 'Contingency.Condition', 'Comparison.Contrast', 'Contingency.Cause', 'Repetition', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Condition', 'Expansion.Restatement', 'Contingency.Goal', 'Interrupted', 'Expansion.Conjunction']
