learning epoch:  1 ...
preds:  ['e', 'e', 'progression of', '-', 'joint ', 'enablement', 'e', 'e', 'enablement', 'is ', 'e', 'joint venture', 'e', 'b', 'b', 'e']  | target:  ['elab-addition', 'elab-addition', 'progression', 'manner-means', 'joint', 'enablement', 'elab-addition', 'elab-addition', 'enablement', 'attribution', 'elab-addition', 'joint', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition']
preds:  ['b', 'joint ', 'b', 'e', 'e', 'e', 'e', 'e', 'manner-', 'enablement', 'e', 'progression of', 'evaluation', 'e', 'joint ', 'b']  | target:  ['bg-general', 'joint', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'manner-means', 'enablement', 'elab-addition', 'progression', 'evaluation', 'elab-addition', 'joint', 'bg-general']
preds:  ['progression of', 'e', 'joint ', 'enablement', 'b', 'e', 'e', 'enablement', 'joint ', 'enablement', 'joint ', 'enablement', 'attribution', 'temporal', 'evaluation', 'joint ']  | target:  ['progression', 'elab-addition', 'joint', 'enablement', 'bg-general', 'elab-addition', 'elab-addition', 'enablement', 'joint', 'enablement', 'joint', 'enablement', 'attribution', 'temporal', 'evaluation', 'joint']
preds:  ['e', 'b', 'b', 'e', 'e', 'progression of', 'e', 'e', 'e', 'joint ', 'a', 'e', 'enablement', 'enablement', 'enablement', 'enablement']  | target:  ['elab-addition', 'bg-general', 'bg-general', 'elab-addition', 'elab-addition', 'progression', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'cause', 'elab-addition', 'enablement', 'enablement', 'enablement', 'enablement']
preds:  ['joint ', 'attribution', 'evaluation', 'b', 'e', 'e', 'b', 'e', 'b', 'joint ', 'e', 'attribution', 'evaluation', 'temporal', 'comparison of', 'e']  | target:  ['joint', 'attribution', 'evaluation', 'bg-general', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'bg-general', 'joint', 'elab-addition', 'attribution', 'evaluation', 'temporal', 'comparison', 'elab-addition']
preds:  ['b', 'e', 'e', 'e', 'e', 'joint ', 'joint ', 'joint ', 'e', 'enablement', 'e', 'attribution', 'manner-', 'evaluation', 'b', 'e']  | target:  ['bg-goal', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-process_step', 'joint', 'joint', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'attribution', 'manner-means', 'evaluation', 'bg-general', 'elab-addition']
preds:  ['e', 'e', 'manner-', 'e', 'attribution', 'e', 'joint ', 'joint ', 'attribution', 'joint ', 'e', 'joint ', 'b', 'e', 'enablement', 'joint ']  | target:  ['elab-addition', 'elab-addition', 'manner-means', 'elab-enumember', 'attribution', 'elab-addition', 'joint', 'joint', 'attribution', 'joint', 'elab-addition', 'joint', 'bg-general', 'elab-aspect', 'enablement', 'joint']
preds:  ['e', 'e', 'b', 'e', 'exp-', 'e', 'e', 'evaluation', 'b', 'result:', 'e', 'joint ', 'joint ', 'enablement', 'attribution', 'evaluation']  | target:  ['elab-addition', 'elab-addition', 'bg-general', 'elab-aspect', 'exp-reason', 'elab-aspect', 'elab-addition', 'evaluation', 'bg-goal', 'result', 'elab-addition', 'joint', 'joint', 'enablement', 'attribution', 'evaluation']
preds:  ['temporal', 'e', 'joint ', 'joint ', 'comparison of', 'joint ', 'e', 'e', 'joint ']  | target:  ['temporal', 'elab-enumember', 'joint', 'joint', 'comparison', 'joint', 'elab-addition', 'elab-addition', 'joint']
val_loss: 11.8186 val_acc: 0.2353 mismatch: 134146 complete_mismatch: 2821829
Epoch 7: Best val_acc: 0.2353
Epoch 7: train_loss: 17.8944 train_acc: 0.1544 | val_loss: 11.8186 val_acc: 0.2353
00:00:15.59
learning epoch:  8 ...
preds:  ['the result', 'enablement', '-', 'comparison:', 'joint ', 'b', 'joint ', 'e', 'e', ',', 'e', 'e', 'e', 'e', 'enablement', 'e']  | target:  ['result', 'enablement', 'manner-means', 'comparison', 'joint', 'bg-general', 'joint', 'elab-enumember', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'enablement', 'elab-addition']
preds:  ['s', 'evaluation', 'bri', 'manner-', 'b', 'e', 'evaluation', 'enablement', 'e', 'e', '-', 'e', 'e', 'e', 'enablement', "You'"]  | target:  ['joint', 'evaluation', 'joint', 'manner-means', 'bg-goal', 'elab-addition', 'evaluation', 'enablement', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'enablement', 'joint']
preds:  ['joint', 'e', 'joint', 'unions', 'joint venture', 'e', 'enablement', 'a', 'e', '-', 'is the', 'b', 'enablement', 'e', 's', 'attribution']  | target:  ['joint', 'elab-addition', 'joint', 'joint', 'joint', 'elab-addition', 'enablement', 'attribution', 'elab-addition', 'elab-aspect', 'attribution', 'bg-general', 'enablement', 'elab-addition', 'joint', 'attribution']
preds:  ['e', 'e', 'e', 'e', 'e', 'b', 'e', 'progression of', 'e', 'e', 'joints ', 'b', 'manner-', 'e', '-', 'b']  | target:  ['elab-addition', 'elab-process_step', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'progression', 'elab-addition', 'elab-addition', 'joint', 'bg-general', 'manner-means', 'elab-addition', 'joint', 'bg-general']
preds:  ['b', 'co-', 'e', 'Distribution of', '', 'e', 'u', 'b', 'joint ', 'enablement', 'is ', 'a', 'e', 'joint', 'b', 'e']  | target:  ['bg-general', 'joint', 'elab-addition', 'attribution', 'attribution', 'elab-addition', 'joint', 'bg-general', 'joint', 'enablement', 'attribution', 'evaluation', 'elab-addition', 'joint', 'bg-general', 'elab-addition']
preds:  ['enablement', 's', 'b', 'e', 'enable', '-', 'joint joint', 'e', 'evaluation', 'e', 'evaluation of', 'e', '-', 'e', 'a', 'coffin']  | target:  ['enablement', 'joint', 'bg-general', 'elab-addition', 'enablement', 'joint', 'joint', 'elab-addition', 'evaluation', 'elab-addition', 'evaluation', 'elab-addition', 'exp-reason', 'elab-process_step', 'evaluation', 'joint']
preds:  ['e', 'Jointly', 'evaluations', 'e', 'enablement', 'joint joint', 'e', 'e', 'e', 'manner-', 'b', 'joint:', 'e', 'b', 'b', 'e']  | target:  ['elab-addition', 'joint', 'evaluation', 'elab-addition', 'enablement', 'joint', 'elab-aspect', 'elab-addition', 'elab-addition', 'manner-means', 'bg-general', 'joint', 'elab-process_step', 'bg-general', 'bg-general', 'elab-addition']
preds:  ['e', 'e', 'e', 'joint', 'enablement', 'b', 'enablement', 'joint', 'e', 'e', '', 'concord', 'a', 'e', '', 'e']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'bg-general', 'enablement', 'joint', 'elab-addition', 'elab-addition', 'joint', 'joint', 'attribution', 'elab-addition', 'attribution', 'elab-addition']
preds:  ['e', 'e', 'result ', 'joint venture', 'b', 'joint', 'a', 'a', 'e', 'enablement', 'b', 'joint venture', 'e', 'e', 'communau', 'enablement']  | target:  ['elab-addition', 'elab-addition', 'result', 'joint', 'bg-general', 'joint', 'attribution', 'enablement', 'elab-addition', 'enablement', 'bg-general', 'joint', 'elab-addition', 'elab-addition', 'joint', 'enablement']
preds:  ['a', 'e', 'a', 'joint joint', 'contrast with', 'e', 'joint ', 'e', 'joint venture', 'e', 'joint venture', '1:1', 'evaluation of', 'enables', 'joint ', 'b']  | target:  ['attribution', 'elab-addition', 'summary', 'joint', 'contrast', 'elab-addition', 'joint', 'elab-addition', 'joint', 'elab-addition', 'joint', 'attribution', 'evaluation', 'enablement', 'joint', 'bg-general']
preds:  ['e', 'joint joint', 'BGG', 'e', 'e', 'b', 'joint joint', 'joint joint', 'e', 'e', 'b', 'Jointly', 'b', 'conjoint', 'e', 'e']  | target:  ['elab-addition', 'joint', 'bg-goal', 'elab-addition', 'elab-aspect', 'bg-goal', 'joint', 'joint', 'elab-addition', 'elab-process_step', 'bg-general', 'joint', 'bg-general', 'joint', 'elab-addition', 'elab-addition']
preds:  ['a', 'e', 'e', 'e', 'joint', '', 'jointness', 'i', 'enablement', 'joint ', 'e', 'e', 'joint venture', 'b', 'b', 'b']  | target:  ['enablement', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'joint', 'joint', 'joint', 'enablement', 'joint', 'elab-addition', 'elab-addition', 'joint', 'bg-general', 'bg-general', 'bg-general']
preds:  ['enablement', 'Joint Joint', 'e', 'enablement', 'e', 'a', 'joint is', 'contrast ', 'Joint Joint', 'e', 'b', 'joints,', 'b', 'joint joint', 'enablement', 'e']  | target:  ['enablement', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'evaluation', 'joint', 'contrast', 'joint', 'elab-addition', 'bg-general', 'joint', 'bg-goal', 'joint', 'enablement', 'elab-addition']
preds:  ['comparison of', 'enablement', 'a', 'e', 'e', 'e', 'joint', 'e', 'temporal', 'comparison:', 'e', 'joint venture', 'enablement', 'enablement', 'enablement', 'e']  | target:  ['comparison', 'enablement', 'temporal', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'elab-enumember', 'temporal', 'comparison', 'elab-addition', 'joint', 'enablement', 'enablement', 'enablement', 'elab-addition']
preds:  ['enablement', 'enablement', 'joint of', 'enablement', 'joint joint', 'e', 'results in', 'e', 'contrasts', 'a', 'e', 'enablement', 'e', 'e', 'e', 'a']  | target:  ['enablement', 'enablement', 'joint', 'enablement', 'joint', 'elab-addition', 'result', 'elab-addition', 'contrast', 'attribution', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'elab-addition', 'enablement']
preds:  ['enablement', 'joint venture', 'e', 'e', 'e', 'e', 'e', 's', 'e', 'evaluation', 'e', 'joint is', 'enablement', 'enablement', 'e', 'e']  | target:  ['enablement', 'joint', 'elab-process_step', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'elab-addition', 'evaluation', 'elab-addition', 'joint', 'enablement', 'enablement', 'elab-addition', 'elab-addition']
preds:  ['joint ', 'BG', 'e', '-', 'contrast to', 's', 'e', 'e', 'enablement', 'b', 'e', 'enablement', 'e', 'e', 'e', 'a']  | target:  ['joint', 'bg-general', 'elab-addition', 'bg-general', 'contrast', 'joint', 'elab-addition', 'elab-addition', 'enablement', 'bg-general', 'elab-addition', 'enablement', 'elab-addition', 'elab-enumember', 'elab-addition', 'enablement']
preds:  ['b', 'e', 'g', 'y', 'joint', 'e', 'contrast ', 'b', '-', 'a', 'Bg', 'together with', 'b', 'e', 'joint', 'e']  | target:  ['bg-general', 'elab-addition', 'bg-general', 'joint', 'joint', 'elab-process_step', 'contrast', 'bg-general', 'elab-addition', 'attribution', 'bg-general', 'joint', 'bg-general', 'elab-addition', 'joint', 'elab-addition']
preds:  ['b', 'b', 'GB', 'e', 'b', 'b', 'contrast', 'e', 'enablement', 'b', '', 'enablement', 'e', 'e', 'is ', 'e']  | target:  ['bg-general', 'bg-general', 'bg-general', 'elab-addition', 'bg-general', 'bg-goal', 'contrast', 'elab-addition', 'enablement', 'bg-general', 'joint', 'enablement', 'elab-addition', 'elab-addition', 'attribution', 'elab-addition']
preds:  ['e', 'e', 'comparison of', 'e', 'e', 'Evaluation of', 'Joint Joint', 'e', 'results in', 'e', 'attribution', 'e', 'b', 'e', 'e', 'progression in']  | target:  ['elab-addition', 'elab-process_step', 'comparison', 'elab-process_step', 'elab-addition', 'evaluation', 'joint', 'elab-process_step', 'result', 'elab-addition', 'attribution', 'elab-addition', 'bg-general', 'elab-aspect', 'elab-addition', 'progression']
preds:  ['.', 'e', 'exp-', 'e', 's', '', 'b', 'General', 'evaluation of', 'e', 'Evaluation of', 'joint ', 'joint', 'e', 'b', 'joint joint']  | target:  ['attribution', 'elab-addition', 'exp-evidence', 'elab-addition', 'joint', 'attribution', 'bg-general', 'bg-general', 'evaluation', 'elab-addition', 'evaluation', 'joint', 'joint', 'evaluation', 'bg-general', 'joint']
preds:  ['e', 'evaluation', 'e', 'hom', 'e', 'e', 'a', 'Enable', 'e', 'enablement', 'e', 'e', 'enablement', 'exp-', 'e', 'e']  | target:  ['elab-addition', 'evaluation', 'enablement', 'attribution', 'elab-addition', 'elab-addition', 'evaluation', 'enablement', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'enablement', 'exp-reason', 'elab-addition', 'elab-addition']
preds:  ['enablement', 'conjointe', 'cond', 'b', 'evaluation of', 'e', 'is ', 'evaluation of', 'joint medical', 'b', 'e', 'attribution', 'joint,', 'joint', 'joint ', 'e']  | target:  ['enablement', 'joint', 'joint', 'bg-general', 'evaluation', 'elab-addition', 'attribution', 'evaluation', 'joint', 'bg-general', 'elab-addition', 'attribution', 'joint', 'joint', 'joint', 'elab-addition']
preds:  ['temporal', 'joint joint', 'e', 'e', 'joint ', 'evaluation', 'joint and', 'e', '-', 'e', 'enablement', 'parentent', 'evaluations', 'e', 'evaluation', 'a']  | target:  ['temporal', 'joint', 'elab-addition', 'elab-addition', 'joint', 'evaluation', 'joint', 'elab-addition', 'bg-goal', 'elab-addition', 'enablement', 'attribution', 'evaluation', 'elab-addition', 'evaluation', 'joint']
preds:  ['e', 'e', 'joint venture', 'comparison of', 'enablement', 'in contrast', 'a', 'joint', 'evaluation of', 'is ', 'e', 'e', 'enablement', '', 'enablement', 'e']  | target:  ['elab-process_step', 'elab-addition', 'joint', 'comparison', 'enablement', 'contrast', 'enablement', 'joint', 'evaluation', 'attribution', 'elab-addition', 'elab-addition', 'enablement', 'attribution', 'enablement', 'elab-aspect']
preds:  ['BG', 'evaluations', 'e', 'enablement', 'e', 'b', 'conect', 'result:', 'e', 's', 'joint ', 'enablement', 'a', 'e', 'b', 'enablement']  | target:  ['bg-general', 'evaluation', 'elab-addition', 'enablement', 'elab-addition', 'bg-goal', 'joint', 'result', 'elab-addition', 'joint', 'joint', 'enablement', 'result', 'elab-addition', 'bg-general', 'enablement']
preds:  ['e', 'g', 'coher', 'b', 'b', 'ex-', '', 'e', 'b', '', 'evaluation', 'e', 'comparisons', 'e', 'e', 'exp-']  | target:  ['elab-addition', 'bg-general', 'joint', 'bg-general', 'bg-goal', 'exp-reason', 'attribution', 'elab-addition', 'bg-general', 'joint', 'evaluation', 'elab-process_step', 'comparison', 'elab-addition', 'elab-addition', 'exp-reason']
preds:  ['together ', 'joint', 'e', 'joint venture', 'e', '-', 'enablement', 'Admin', 'attribution', 'e', 'e', 'e', 'evaluation of', 'evaluation', 'e', '-']  | target:  ['joint', 'joint', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'enablement', 'enablement', 'attribution', 'elab-addition', 'elab-addition', 'elab-addition', 'evaluation', 'evaluation', 'elab-addition', 'manner-means']
preds:  ['b', 'e', 'e', 'e', 'e', 'b', 'joint joint', 'joint', 'e', 'e', 'e', 'enablement', 'e', 'b', '', 'g']  | target:  ['bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'joint', 'joint', 'elab-addition', 'elab-process_step', 'elab-addition', 'enablement', 'elab-addition', 'bg-general', 'joint', 'bg-general']
preds:  ['joint joint', 'e', 'b', 'enablement', 'manner-', 'e', 'b', 'e', 'e', 'e', 'evaluating', 'joint', 'en', 'joint joint', 'manner-', 'e']  | target:  ['joint', 'elab-addition', 'bg-goal', 'enablement', 'manner-means', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'evaluation', 'joint', 'enablement', 'joint', 'manner-means', 'elab-addition']
preds:  ['comparisons', 'joint ', 'e', 'e', 'Joints', 'enablement', 'contrast to', 'e', 'e', 'e', 'temporal', 'joint ', 'a', 'e', 'e', 'e']  | target:  ['comparison', 'joint', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'contrast', 'elab-addition', 'elab-addition', 'elab-addition', 'temporal', 'joint', 'attribution', 'elab-addition', 'elab-addition', 'elab-addition']
preds:  ['e', 'evaluation', 'g', 'b', 'GB', 'enablement', '', 'to be', 'evaluation', 'manner-', 'evaluation', 'e', 'e', 'is ', 'a', 'a']  | target:  ['elab-addition', 'evaluation', 'bg-general', 'bg-general', 'bg-goal', 'enablement', 'joint', 'enablement', 'evaluation', 'manner-means', 'evaluation', 'elab-addition', 'elab-addition', 'attribution', 'result', 'attribution']
preds:  ['e', 'enablement', 'a', 'e', 'joint joint', 'GB', 'a', 'evaluations', 'joint ', 'e', 'joint is', 'e', 'e', 'e', 'evaluation', 'e']  | target:  ['elab-addition', 'enablement', 'manner-means', 'elab-addition', 'joint', 'bg-general', 'evaluation', 'evaluation', 'joint', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'evaluation', 'elab-enumember']
preds:  ['b', 'e', 'joint ', 'progression of', 'enablement', 'e', 'evaluations', 'e', 'joint ', 'exp-', 'evaluation', 'e', 'e', 'e', 'b', 'evaluation of']  | target:  ['bg-general', 'elab-addition', 'joint', 'progression', 'enablement', 'elab-addition', 'evaluation', 'elab-addition', 'joint', 'exp-reason', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'evaluation']
preds:  ['e', 'e', 'i', 'joint:', 'b', 'manner-', 'evaluation of', 'e', 'enablement', 'e', 'a', 'b', 'evaluations', 'joint is', 'b', 'e']  | target:  ['elab-addition', 'elab-addition', 'joint', 'joint', 'bg-general', 'manner-means', 'evaluation', 'elab-process_step', 'enablement', 'elab-addition', 'evaluation', 'bg-general', 'evaluation', 'joint', 'bg-general', 'elab-addition']
preds:  ['e', 'progression of', 'joint venture', 'progression of', 'joint joint', 'e', 'enablement', 'e', 'e', 'manner-', 'joint', 'evaluation of', 'e', 'co-', 'e', 'evaluations']  | target:  ['elab-addition', 'progression', 'joint', 'progression', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'manner-means', 'joint', 'evaluation', 'elab-addition', 'joint', 'elab-process_step', 'evaluation']
preds:  [',', 'it is', 'e', 'joint', 'joint venture', 'manner-', 'evaluation', 'evaluation of', 'e', 'progression of', 'e', 'b', 'joint joint', 'e', 'enablement', 'b']  | target:  ['comparison', 'progression', 'elab-addition', 'joint', 'joint', 'manner-means', 'evaluation', 'evaluation', 'elab-addition', 'progression', 'elab-process_step', 'bg-general', 'joint', 'elab-enumember', 'enablement', 'bg-general']
preds:  ['e', 'b', 'b', 'a', 'joint ', 'e', 'a', 'i', 'a', 'e', '-', 'a', 'e', 'joint joint', 'b', '']  | target:  ['elab-addition', 'bg-general', 'bg-goal', 'enablement', 'joint', 'elab-addition', 'enablement', 'result', 'attribution', 'elab-addition', 'elab-addition', 'attribution', 'elab-addition', 'joint', 'bg-general', 'joint']
preds:  ['e', 'e', 'e', 'e', 'a', 'e', 'b', 'joint', 'conjointe', 'e', 'e', 'e', 'joint venture', 'a', 'joint', 'enablement']  | target:  ['elab-enumember', 'elab-addition', 'elab-addition', 'elab-addition', 'attribution', 'elab-addition', 'bg-general', 'joint', 'joint', 'elab-addition', 'elab-addition', 'elab-aspect', 'joint', 'joint', 'joint', 'enablement']
preds:  ['consort', 'joint is', 'joint ', 'joint joint', 'conditional', 'enablement', 'joint venture', '-', 'co-', 'joint', 'e', 'joint venture', 'Association of', 'the result', 'temporal', 'e']  | target:  ['joint', 'joint', 'joint', 'joint', 'condition', 'enablement', 'joint', 'joint', 'joint', 'joint', 'elab-addition', 'joint', 'joint', 'result', 'temporal', 'elab-addition']
preds:  ['e', 'e', 'enablement', 'e', 'attribution', 'joint', 'concord', 'enablement', 'e', 't', 'evaluations', 'enablement', 'e', 'e', 'b', 's']  | target:  ['elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'attribution', 'joint', 'joint', 'enablement', 'elab-aspect', 'joint', 'evaluation', 'enablement', 'elab-addition', 'elab-addition', 'bg-general', 'joint']
