doc	unit1_toks	unit2_toks	unit1_txt	unit2_txt	perplexity_score	original_unit1_txt	original_unit2_txt	sentiment_score_1	sentiment_score_2	sentiment_graded_agreement	sentiment_agreement	s1_toks	s2_toks	unit1_sent	unit2_sent	dir	nuc_children	sat_children	genre	u1_discontinuous	u2_discontinuous	u1_issent	u2_issent	u1_length	u2_length	length_ratio	u1_speaker	u2_speaker	same_speaker	u1_func	u1_pos	u1_depdir	u2_func	u2_pos	u2_depdir	doclen	u1_position	u2_position	percent_distance	distance	lex_overlap_words	lex_overlap_length	unit1_case	unit2_case	label
maz-18914	60-71	72-84	Es wird schon gemunkelt , dass weitere dem Beispiel folgen werden .	Ausgerechnet in der schönen Weihnachtszeit offenbart sich das Elend des innerstädtischen Einzelhandels .	216.15623474121094	Es wird schon gemunkelt , dass weitere dem Beispiel folgen werden .	Ausgerechnet in der schönen Weihnachtszeit offenbart sich das Elend des innerstädtischen Einzelhandels .	neutral	neutral	StrongAgree	Agree	60-71	72-84	Es wird schon gemunkelt , dass weitere dem Beispiel folgen werden .	Ausgerechnet in der schönen Weihnachtszeit offenbart sich das Elend des innerstädtischen Einzelhandels .	1>2	4	0	news	False	False	True	True	12	13	0.923	none	none	True	root	VVPP	ROOT	root	VVFIN	ROOT	210	0.286	0.343	0.057	1	_	0	cap_initial	cap_initial	reason
maz-13915	88-98	99-111	Ob und wie Langerwisch die Umsetzung gelingt , bleibt abzuwarten .	Auch in der Verwaltung haben sich über Jahre Pfründe und Abhängigkeiten gebildet ,	216.20419692993164	Ob und wie Langerwisch die Umsetzung gelingt , bleibt abzuwarten .	Auch in der Verwaltung haben sich über Jahre Pfründe und Abhängigkeiten gebildet ,	neutral	neutral	StrongAgree	Agree	88-98	99-124	Ob und wie Langerwisch die Umsetzung gelingt , bleibt abzuwarten .	Auch in der Verwaltung haben sich über Jahre Pfründe und Abhängigkeiten gebildet , die nicht einfach aufgegeben werden und die einer Zentralisierung im Wege stehen .	1<2	1	3	news	False	False	True	False	11	13	0.846	none	none	True	root	VVFIN	ROOT	root	VVPP	ROOT	196	0.449	0.505	0.056	1	_	0	cap_initial	cap_initial	evidence
maz-7690	23-34	35-62	Damals , als die Angst vor dem Rinderwahn irrationale Züge annahm ,	hätten auch die cleversten Werbestrategen eine Veranstaltung wie das Schlachtefest am Wochenende in Paaren/Glien nicht an den Mann , oder besser , an den Verbraucher bringen können .	216.43157958984375	Damals , als die Angst vor dem Rinderwahn irrationale Züge annahm ,	hätten auch die cleversten Werbestrategen eine Veranstaltung wie das Schlachtefest am Wochenende in Paaren/Glien nicht an den Mann , oder besser , an den Verbraucher bringen können .	neutral	neutral	StrongAgree	Agree	23-62	23-62	Damals , als die Angst vor dem Rinderwahn irrationale Züge annahm , hätten auch die cleversten Werbestrategen eine Veranstaltung wie das Schlachtefest am Wochenende in Paaren/Glien nicht an den Mann , oder besser , an den Verbraucher bringen können .	Damals , als die Angst vor dem Rinderwahn irrationale Züge annahm , hätten auch die cleversten Werbestrategen eine Veranstaltung wie das Schlachtefest am Wochenende in Paaren/Glien nicht an den Mann , oder besser , an den Verbraucher bringen können .	1>2	3	0	news	False	False	False	False	12	28	0.429	none	none	True	advcl	VVFIN	RIGHT	root	VVINF	ROOT	181	0.127	0.193	0.066	1	_	0	cap_initial	other	circumstance
maz-8134	80-90	99-110	Zwischen Neuruppin und den Dörfern steht es nicht zum Besten .	Gleich zwei Ortsbürgermeister beklagten sich über die Zusammenarbeit mit dem Rathaus .	216.7912368774414	Zwischen Neuruppin und den Dörfern steht es nicht zum Besten .	Gleich zwei Ortsbürgermeister beklagten sich über die Zusammenarbeit mit dem Rathaus .	neutral	neutral	StrongAgree	Agree	71-90	99-110	Allen Besserungs-Versprechen aus Rathaus und Ratssaal zum Trotz : Zwischen Neuruppin und den Dörfern steht es nicht zum Besten .	Gleich zwei Ortsbürgermeister beklagten sich über die Zusammenarbeit mit dem Rathaus .	1<2	3	1	news	False	False	False	True	11	12	0.917	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	208	0.385	0.476	0.091	2	_	0	cap_initial	cap_initial	evidence
maz-18006	60-68	82-89	dass sie wohl ein wenig vorschnell gewesen sei ,	Stuckenbrok nahm den Krummsäbel und schlug zu .	216.8080596923828	dass sie wohl ein wenig vorschnell gewesen sei ,	Stuckenbrok nahm den Krummsäbel und schlug zu .	neutral	neutral	StrongAgree	Agree	45-78	79-89	Süffisant , lächelnd und mit feinem Florett hätte er ihr aufs Brot schmieren können , dass sie wohl ein wenig vorschnell gewesen sei , als sie den Markt noch vor Weihnachten zuschütten wollte .	Aber nein : Stuckenbrok nahm den Krummsäbel und schlug zu .	1>2	5	2	news	False	False	False	False	9	8	1.125	none	none	True	ccomp	ADJD	LEFT	root	VVFIN	ROOT	207	0.29	0.396	0.106	3	_	0	other	cap_initial	antithesis
maz-19150	124-152	153-164	Die Verantwortlichen im Falkenseer Rathaus indessen müssen sich fragen lassen , ob es nicht doch sinnvoll wäre , im Haushalt mehr Geld als bisher für diese Belange aufzutreiben ,	zumal ja ein sündhaft teures " Touristik-Konzept " bereits vorhanden ist .	216.86993408203125	Die Verantwortlichen im Falkenseer Rathaus indessen müssen sich fragen lassen , ob es nicht doch sinnvoll wäre , im Haushalt mehr Geld als bisher für diese Belange aufzutreiben ,	zumal ja ein sündhaft teures " Touristik-Konzept " bereits vorhanden ist .	neutral	neutral	StrongAgree	Agree	124-164	124-164	Die Verantwortlichen im Falkenseer Rathaus indessen müssen sich fragen lassen , ob es nicht doch sinnvoll wäre , im Haushalt mehr Geld als bisher für diese Belange aufzutreiben , zumal ja ein sündhaft teures " Touristik-Konzept " bereits vorhanden ist .	Die Verantwortlichen im Falkenseer Rathaus indessen müssen sich fragen lassen , ob es nicht doch sinnvoll wäre , im Haushalt mehr Geld als bisher für diese Belange aufzutreiben , zumal ja ein sündhaft teures " Touristik-Konzept " bereits vorhanden ist .	1<2	1	0	news	False	False	False	False	29	12	2.417	none	none	True	root	VVINF	ROOT	advcl	ADJD	LEFT	190	0.653	0.805	0.153	1	_	0	cap_initial	other	reason
maz-3080	83-100	114-129	Denn inzwischen hatte sich der wachsame Deutsche bekanntlich im Kopf sein eigenes Bild des islamistischen Kämpfers zurechtgelegt .	Es schien , als sei das Bemühen um ein friedliches Miteinandern um Jahre zurückgeworfen worden .	216.98571014404297	Denn inzwischen hatte sich der wachsame Deutsche bekanntlich im Kopf sein eigenes Bild des islamistischen Kämpfers zurechtgelegt .	Es schien , als sei das Bemühen um ein friedliches Miteinandern um Jahre zurückgeworfen worden .	neutral	neutral	StrongAgree	Agree	83-100	114-129	Denn inzwischen hatte sich der wachsame Deutsche bekanntlich im Kopf sein eigenes Bild des islamistischen Kämpfers zurechtgelegt .	Es schien , als sei das Bemühen um ein friedliches Miteinandern um Jahre zurückgeworfen worden .	1<2	3	1	news	False	False	True	True	18	16	1.125	none	none	True	root	VVPP	ROOT	root	VVFIN	ROOT	191	0.435	0.597	0.162	2	_	0	cap_initial	cap_initial	interpretation
maz-10205	68-80	87-99	Doch Schröder hat Angst , dass die öffentliche Meinung wegen der Kriegsteilnahme kippt	Deshalb versucht er , die Tuchfühlung zu den Meinungsführern nicht zu verlieren .	217.01842498779297	Doch Schröder hat Angst , dass die öffentliche Meinung wegen der Kriegsteilnahme kippt	Deshalb versucht er , die Tuchfühlung zu den Meinungsführern nicht zu verlieren .	neutral	neutral	StrongAgree	Agree	68-86	87-99	Doch Schröder hat Angst , dass die öffentliche Meinung wegen der Kriegsteilnahme kippt und sich gegen ihn wendet .	Deshalb versucht er , die Tuchfühlung zu den Meinungsführern nicht zu verlieren .	1>2	5	1	news	False	False	False	True	13	13	1.0	none	none	True	root	NN	ROOT	root	VVFIN	ROOT	181	0.376	0.481	0.105	2	_	0	cap_initial	cap_initial	reason
maz-10503	45-55	96-101	Es begann damit , dass die Eltern Druck machen mussten ,	bietet das Jugendamt unverbindliche Auskünfte -	217.67110443115234	Es begann damit , dass die Eltern Druck machen mussten ,	bietet das Jugendamt unverbindliche Auskünfte -	neutral	neutral	StrongAgree	Agree	45-60	89-105	Es begann damit , dass die Eltern Druck machen mussten , damit überhaupt etwas geschieht .	Offenbar selbst unzureichend in Kenntnis gesetzt , bietet das Jugendamt unverbindliche Auskünfte - zuletzt im Jugendhilfeausschuss .	1<2	4	2	news	False	False	False	False	11	6	1.833	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	197	0.228	0.487	0.259	5	_	0	cap_initial	other	sequence
maz-9612	5-33	59-70	Die Bundeswehr geht davon aus , dass ihre geplanten Aktivitäten aus der Luft " keine relevanten Auswirkungen auf die Entwicklung der Region im touristischen Bereich " haben werden .	So jedenfalls steht es in der Erläuterung zum Luft/Bodenschießplatz bei Wittstock .	217.85581970214844	Die Bundeswehr geht davon aus , dass ihre geplanten Aktivitäten aus der Luft " keine relevanten Auswirkungen auf die Entwicklung der Region im touristischen Bereich " haben werden .	So jedenfalls steht es in der Erläuterung zum Luft/Bodenschießplatz bei Wittstock .	neutral	neutral	StrongAgree	Agree	5-33	59-70	Die Bundeswehr geht davon aus , dass ihre geplanten Aktivitäten aus der Luft " keine relevanten Auswirkungen auf die Entwicklung der Region im touristischen Bereich " haben werden .	So jedenfalls steht es in der Erläuterung zum Luft/Bodenschießplatz bei Wittstock .	1<2	4	1	news	False	False	True	True	29	12	2.417	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	186	0.027	0.317	0.29	2	_	0	cap_initial	cap_initial	elaboration
maz-8134	46-53	64-70	Selbst Worte des Dankes sprach die Ortsbürgermeisterin .	Doch sie sind es noch nicht .	218.35478973388672	Selbst Worte des Dankes sprach die Ortsbürgermeisterin .	Doch sie sind es noch nicht .	neutral	neutral	StrongAgree	Agree	46-53	64-70	Selbst Worte des Dankes sprach die Ortsbürgermeisterin .	Doch sie sind es noch nicht .	1<2	1	1	news	False	False	True	True	8	7	1.143	none	none	True	root	VVFIN	ROOT	root	PTKNEG	ROOT	208	0.221	0.308	0.087	2	_	0	cap_initial	title	joint
maz-11916	166-188	189-198	Noch immer warten zum Beispiel Steuerzahler , die im Oranienburger Finanzamt im Mai 2001 ihre Einkommenssteuererklärungen abgegeben haben , auf die Bescheide .	Oftmals sind es die , die was zurück bekommen .	218.5038070678711	Noch immer warten zum Beispiel Steuerzahler , die im Oranienburger Finanzamt im Mai 2001 ihre Einkommenssteuererklärungen abgegeben haben , auf die Bescheide .	Oftmals sind es die , die was zurück bekommen .	neutral	neutral	StrongAgree	Agree	166-188	189-198	Noch immer warten zum Beispiel Steuerzahler , die im Oranienburger Finanzamt im Mai 2001 ihre Einkommenssteuererklärungen abgegeben haben , auf die Bescheide .	Oftmals sind es die , die was zurück bekommen .	1<2	1	0	news	False	False	True	True	23	10	2.3	none	none	True	root	VVFIN	ROOT	root	PDS	ROOT	198	0.838	0.955	0.116	1	_	0	cap_initial	cap_initial	e-elaboration
maz-13015	133-139	164-192	Was hat die SPD dem entgegenzusetzen ?	Der SPD-OB-Kandidat Helmut Schmidt hat angekündigt , er wolle das Problem Neustadt Markt " entschlossen und ohne Getöse " ab Mai 2002 als Chefsache in die Hände nehmen ,	218.53736877441406	Was hat die SPD dem entgegenzusetzen ?	Der SPD-OB-Kandidat Helmut Schmidt hat angekündigt , er wolle das Problem Neustadt Markt " entschlossen und ohne Getöse " ab Mai 2002 als Chefsache in die Hände nehmen ,	neutral	neutral	StrongAgree	Agree	133-139	164-197	Was hat die SPD dem entgegenzusetzen ?	Der SPD-OB-Kandidat Helmut Schmidt hat angekündigt , er wolle das Problem Neustadt Markt " entschlossen und ohne Getöse " ab Mai 2002 als Chefsache in die Hände nehmen , falls er OB wird .	1<2	3	2	news	False	False	True	False	7	29	0.241	none	none	True	root	VVIZU	ROOT	root	VVPP	ROOT	211	0.63	0.777	0.147	4	_	0	cap_initial	cap_initial	joint
maz-7969	67-82	83-101	Endlich eine Perspektive für den Schlossplatz nach einem Jahrzehnt der Agonie , möchte man aufseufzen .	Die mühselige Debatte um das ob und wie der Schloss-Rekonstruktion gehört zu den ärgerlichsten Episoden der Berliner Stadtentwicklungspolitik .	218.8859405517578	Endlich eine Perspektive für den Schlossplatz nach einem Jahrzehnt der Agonie , möchte man aufseufzen .	Die mühselige Debatte um das ob und wie der Schloss-Rekonstruktion gehört zu den ärgerlichsten Episoden der Berliner Stadtentwicklungspolitik .	positive	neutral	Agree	Disagree	67-82	83-101	Endlich eine Perspektive für den Schlossplatz nach einem Jahrzehnt der Agonie , möchte man aufseufzen .	Die mühselige Debatte um das ob und wie der Schloss-Rekonstruktion gehört zu den ärgerlichsten Episoden der Berliner Stadtentwicklungspolitik .	1>2	5	0	news	False	False	True	True	16	19	0.842	none	none	True	root	VVINF	ROOT	root	VVFIN	ROOT	168	0.399	0.494	0.095	1	_	0	cap_initial	cap_initial	interpretation
maz-16987	103-117	118-125	Am Mittwochabend kündigte die CDU-Fraktion an , während der Sitzung eine Erklärung abgeben zu wollen	und dies mit in die Tagesordnung aufzunehmen .	218.91299438476562	Am Mittwochabend kündigte die CDU-Fraktion an , während der Sitzung eine Erklärung abgeben zu wollen	und dies mit in die Tagesordnung aufzunehmen .	neutral	neutral	StrongAgree	Agree	99-125	99-125	Doch , Überraschung : Am Mittwochabend kündigte die CDU-Fraktion an , während der Sitzung eine Erklärung abgeben zu wollen und dies mit in die Tagesordnung aufzunehmen .	Doch , Überraschung : Am Mittwochabend kündigte die CDU-Fraktion an , während der Sitzung eine Erklärung abgeben zu wollen und dies mit in die Tagesordnung aufzunehmen .	1<2	3	0	news	False	False	False	False	15	8	1.875	none	none	True	root	VVFIN	ROOT	conj	VVIZU	LEFT	182	0.566	0.648	0.082	1	_	0	cap_initial	other	conjunction
maz-12188	112-123	129-135	Sie haben sich für die Fusion und einen schnellstmöglichen Vollzug ausgesprochen .	haben die Schüler und Lehrer gewonnen -	219.6584014892578	Sie haben sich für die Fusion und einen schnellstmöglichen Vollzug ausgesprochen .	haben die Schüler und Lehrer gewonnen -	neutral	neutral	StrongAgree	Agree	112-123	124-151	Sie haben sich für die Fusion und einen schnellstmöglichen Vollzug ausgesprochen .	Gehen die Abgeordneten mit , haben die Schüler und Lehrer gewonnen - nämlich die nötige Ruhe , Zuversicht und Planungssicherheit , um Unterricht vernünftig gestalten zu können .	1<2	2	2	news	False	False	True	False	12	7	1.714	none	none	True	root	VVPP	ROOT	root	VVPP	ROOT	197	0.569	0.655	0.086	2	_	0	cap_initial	other	elaboration
maz-19372	83-102	119-125	Die Meldung in der Zeitung , dass es am Neujahrstag wieder eine Protestwanderung gibt , wäre gar nicht nötig .	Der Streit muss endlich entschieden werden .	219.9334945678711	Die Meldung in der Zeitung , dass es am Neujahrstag wieder eine Protestwanderung gibt , wäre gar nicht nötig .	Der Streit muss endlich entschieden werden .	neutral	neutral	StrongAgree	Agree	83-102	119-125	Die Meldung in der Zeitung , dass es am Neujahrstag wieder eine Protestwanderung gibt , wäre gar nicht nötig .	Der Streit muss endlich entschieden werden .	1>2	5	3	news	False	False	True	True	20	7	2.857	none	none	True	root	ADJD	ROOT	root	VVPP	ROOT	208	0.399	0.572	0.173	3	_	0	cap_initial	cap_initial	reason
maz-17673	139-144	150-162	ihre Sticheleien laufen ins Leere .	der braucht nicht darauf zu hoffen , dass sein Tun unbemerkt bleibt .	220.16161346435547	ihre Sticheleien laufen ins Leere .	der braucht nicht darauf zu hoffen , dass sein Tun unbemerkt bleibt .	neutral	neutral	StrongAgree	Agree	131-144	145-162	Provokateuren wird das Objekt ihrer Aggression genommen , ihre Sticheleien laufen ins Leere .	Und wer straffällig wird , der braucht nicht darauf zu hoffen , dass sein Tun unbemerkt bleibt .	1<2	2	2	news	False	False	False	False	6	13	0.462	none	none	True	conj	VVFIN	LEFT	root	VVFIN	ROOT	188	0.739	0.798	0.059	2	_	0	other	other	list
maz-13125	58-79	113-138	Können wir denn alles glauben , was uns heute über den Kampf gegen den Terrorismus in dem asisatischen Land gesagt wird ?	Die Botschaft der Autoren des am Samstag in Zossen aufgeführten Stücks " Eines Tages müssen wir die Wahrheit sagen " ist übertragbar auf die Gegenwart :	220.23241424560547	Können wir denn alles glauben , was uns heute über den Kampf gegen den Terrorismus in dem asisatischen Land gesagt wird ?	Die Botschaft der Autoren des am Samstag in Zossen aufgeführten Stücks " Eines Tages müssen wir die Wahrheit sagen " ist übertragbar auf die Gegenwart :	neutral	neutral	StrongAgree	Agree	58-79	113-138	Können wir denn alles glauben , was uns heute über den Kampf gegen den Terrorismus in dem asisatischen Land gesagt wird ?	Die Botschaft der Autoren des am Samstag in Zossen aufgeführten Stücks " Eines Tages müssen wir die Wahrheit sagen " ist übertragbar auf die Gegenwart :	1<2	3	3	news	False	False	True	True	22	26	0.846	none	none	True	root	VVINF	ROOT	root	ADJD	ROOT	203	0.286	0.557	0.271	4	_	0	cap_initial	cap_initial	joint
maz-8134	54-63	64-70	Dank für Dinge , die eigentlich selbstverständlich sein sollten .	Doch sie sind es noch nicht .	220.51573944091797	Dank für Dinge , die eigentlich selbstverständlich sein sollten .	Doch sie sind es noch nicht .	positive	neutral	Agree	Disagree	54-63	64-70	Dank für Dinge , die eigentlich selbstverständlich sein sollten .	Doch sie sind es noch nicht .	1>2	1	0	news	False	False	True	True	10	7	1.429	none	none	True	root	NN	ROOT	root	PTKNEG	ROOT	208	0.26	0.308	0.048	1	_	0	cap_initial	title	antithesis
maz-14055	24-47	48-62	Gerhard Schröders leichtsinniger Satz wird es sein , nach dem er sich " am Erfolg beim Abbau der Arbeitslosigkeit messen lassen " werde .	Der hing ihm auch in der Debatte über den Bundeshaushalt wie eine Klette an .	220.7883529663086	Gerhard Schröders leichtsinniger Satz wird es sein , nach dem er sich " am Erfolg beim Abbau der Arbeitslosigkeit messen lassen " werde .	Der hing ihm auch in der Debatte über den Bundeshaushalt wie eine Klette an .	neutral	neutral	StrongAgree	Agree	24-47	48-62	Gerhard Schröders leichtsinniger Satz wird es sein , nach dem er sich " am Erfolg beim Abbau der Arbeitslosigkeit messen lassen " werde .	Der hing ihm auch in der Debatte über den Bundeshaushalt wie eine Klette an .	1<2	2	0	news	False	False	True	True	24	15	1.6	none	none	True	root	NN	ROOT	root	VVFIN	ROOT	178	0.135	0.27	0.135	1	_	0	cap_initial	cap_initial	e-elaboration
maz-10652	21-42	52-58	Die emanzipierte Verona Feldbusch und die Emanze Alice Schwarzer machten den Talkmaster mit ihrem verbalen Gefecht über das gängige Frauenbild mundtot .	Und die Quoten steigen und steigen .	220.98744201660156	Die emanzipierte Verona Feldbusch und die Emanze Alice Schwarzer machten den Talkmaster mit ihrem verbalen Gefecht über das gängige Frauenbild mundtot .	Und die Quoten steigen und steigen .	neutral	neutral	StrongAgree	Agree	21-42	52-58	Die emanzipierte Verona Feldbusch und die Emanze Alice Schwarzer machten den Talkmaster mit ihrem verbalen Gefecht über das gängige Frauenbild mundtot .	Und die Quoten steigen und steigen .	1>2	3	1	news	False	False	True	True	22	7	3.143	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	168	0.125	0.31	0.185	2	_	0	cap_initial	cap_initial	cause
